concept:name,time:timestamp,case:concept:name
Y,2023-03-13 23:50:29.309000+01:00,28
A,2023-03-13 23:50:23.231000+01:00,29
D,2023-03-13 23:50:27.238000+01:00,29
E,2023-03-13 23:50:32.258000+01:00,29
A,2023-03-13 23:50:24.252000+01:00,30
C,2023-03-13 23:50:25.283000+01:00,30
B,2023-03-13 23:50:25.328000+01:00,30
X,2023-03-13 23:50:30.344000+01:00,30
Y,2023-03-13 23:50:34.361000+01:00,30
A,2023-03-13 23:50:24.671000+01:00,31
D,2023-03-13 23:50:28.684000+01:00,31
E,2023-03-13 23:50:32.696000+01:00,31
A,2023-03-13 23:50:25.484000+01:00,32
D,2023-03-13 23:50:30.502000+01:00,32
E,2023-03-13 23:50:33.516000+01:00,32
A,2023-03-13 23:50:26.224000+01:00,33
D,2023-03-13 23:50:30.243000+01:00,33
E,2023-03-13 23:50:33.254000+01:00,33
A,2023-03-13 23:50:26.483000+01:00,34
D,2023-03-13 23:50:29.520000+01:00,34
E,2023-03-13 23:50:32.528000+01:00,34
A,2023-03-13 23:50:27.554000+01:00,35
B,2023-03-13 23:50:28.589000+01:00,35
C,2023-03-13 23:50:28.639000+01:00,35
X,2023-03-13 23:50:33.659000+01:00,35
Y,2023-03-13 23:50:34.688000+01:00,35
A,2023-03-13 23:50:27.805000+01:00,36
C,2023-03-13 23:50:28.853000+01:00,36
B,2023-03-13 23:50:28.906000+01:00,36
X,2023-03-13 23:50:33.922000+01:00,36
Y,2023-03-13 23:50:36.938000+01:00,36
A,2023-03-13 23:50:28.022000+01:00,37
B,2023-03-13 23:50:29.086000+01:00,37
C,2023-03-13 23:50:29.160000+01:00,37
X,2023-03-13 23:50:34.173000+01:00,37
Y,2023-03-13 23:50:37.185000+01:00,37
A,2023-03-13 23:50:28.732000+01:00,38
D,2023-03-13 23:50:33.738000+01:00,38
E,2023-03-13 23:50:38.758000+01:00,38
A,2023-03-13 23:50:28.887000+01:00,39
C,2023-03-13 23:50:29.909000+01:00,39
B,2023-03-13 23:50:29.945000+01:00,39
X,2023-03-13 23:50:34.959000+01:00,39
Y,2023-03-13 23:50:38.983000+01:00,39
A,2023-03-13 23:50:29.393000+01:00,40
C,2023-03-13 23:50:30.452000+01:00,40
B,2023-03-13 23:50:30.505000+01:00,40
X,2023-03-13 23:50:35.520000+01:00,40
Y,2023-03-13 23:50:39.527000+01:00,40
A,2023-03-13 23:50:31.038000+01:00,41
D,2023-03-13 23:50:36.052000+01:00,41
E,2023-03-13 23:50:38.061000+01:00,41
A,2023-03-13 23:50:31.171000+01:00,42
D,2023-03-13 23:50:34.187000+01:00,42
E,2023-03-13 23:50:39.199000+01:00,42
A,2023-03-13 23:50:31.279000+01:00,43
B,2023-03-13 23:50:32.373000+01:00,43
C,2023-03-13 23:50:32.407000+01:00,43
X,2023-03-13 23:50:37.417000+01:00,43
Y,2023-03-13 23:50:38.430000+01:00,43
A,2023-03-13 23:50:31.472000+01:00,44
D,2023-03-13 23:50:35.507000+01:00,44
E,2023-03-13 23:50:36.519000+01:00,44
A,2023-03-13 23:50:32.161000+01:00,45
D,2023-03-13 23:50:35.182000+01:00,45
E,2023-03-13 23:50:40.188000+01:00,45
A,2023-03-13 23:50:32.338000+01:00,46
C,2023-03-13 23:50:33.372000+01:00,46
B,2023-03-13 23:50:33.442000+01:00,46
X,2023-03-13 23:50:38.456000+01:00,46
Y,2023-03-13 23:50:39.466000+01:00,46
A,2023-03-13 23:50:32.878000+01:00,47
D,2023-03-13 23:50:34.897000+01:00,47
E,2023-03-13 23:50:36.938000+01:00,47
A,2023-03-13 23:50:34.005000+01:00,48
B,2023-03-13 23:50:35.052000+01:00,48
C,2023-03-13 23:50:35.122000+01:00,48
X,2023-03-13 23:50:40.144000+01:00,48
Y,2023-03-13 23:50:42.149000+01:00,48
A,2023-03-13 23:50:34.404000+01:00,49
D,2023-03-13 23:50:35.411000+01:00,49
E,2023-03-13 23:50:40.453000+01:00,49
A,2023-03-13 23:50:35.818000+01:00,50
B,2023-03-13 23:50:36.897000+01:00,50
C,2023-03-13 23:50:36.920000+01:00,50
X,2023-03-13 23:50:41.932000+01:00,50
Y,2023-03-13 23:50:46.947000+01:00,50
A,2023-03-13 23:50:36.034000+01:00,51
C,2023-03-13 23:50:37.101000+01:00,51
B,2023-03-13 23:50:37.156000+01:00,51
X,2023-03-13 23:50:42.184000+01:00,51
Y,2023-03-13 23:50:43.200000+01:00,51
A,2023-03-13 23:50:36.105000+01:00,52
B,2023-03-13 23:50:37.156000+01:00,52
C,2023-03-13 23:50:37.175000+01:00,52
X,2023-03-13 23:50:42.196000+01:00,52
Y,2023-03-13 23:50:43.213000+01:00,52
A,2023-03-13 23:50:36.130000+01:00,53
B,2023-03-13 23:50:37.221000+01:00,53
C,2023-03-13 23:50:37.256000+01:00,53
X,2023-03-13 23:50:42.266000+01:00,53
Y,2023-03-13 23:50:46.286000+01:00,53
A,2023-03-13 23:50:37.486000+01:00,54
B,2023-03-13 23:50:38.562000+01:00,54
C,2023-03-13 23:50:38.631000+01:00,54
X,2023-03-13 23:50:43.636000+01:00,54
Y,2023-03-13 23:50:48.654000+01:00,54
A,2023-03-13 23:50:37.762000+01:00,55
D,2023-03-13 23:50:40.793000+01:00,55
E,2023-03-13 23:50:44.803000+01:00,55
A,2023-03-13 23:50:37.893000+01:00,56
C,2023-03-13 23:50:38.946000+01:00,56
B,2023-03-13 23:50:38.961000+01:00,56
X,2023-03-13 23:50:43.971000+01:00,56
Y,2023-03-13 23:50:45.998000+01:00,56
A,2023-03-13 23:50:40.334000+01:00,57
B,2023-03-13 23:50:41.438000+01:00,57
C,2023-03-13 23:50:41.459000+01:00,57
X,2023-03-13 23:50:46.470000+01:00,57
Y,2023-03-13 23:50:48.481000+01:00,57
A,2023-03-13 23:50:40.655000+01:00,58
B,2023-03-13 23:50:41.770000+01:00,58
C,2023-03-13 23:50:41.747000+01:00,58
X,2023-03-13 23:50:46.778000+01:00,58
Y,2023-03-13 23:50:49.784000+01:00,58
A,2023-03-13 23:50:40.856000+01:00,59
B,2023-03-13 23:50:41.888000+01:00,59
C,2023-03-13 23:50:41.918000+01:00,59
X,2023-03-13 23:50:46.948000+01:00,59
Y,2023-03-13 23:50:48.968000+01:00,59
A,2023-03-13 23:50:40.954000+01:00,60
D,2023-03-13 23:50:45.009000+01:00,60
E,2023-03-13 23:50:47.028000+01:00,60
A,2023-03-13 23:50:41.490000+01:00,61
C,2023-03-13 23:50:42.534000+01:00,61
B,2023-03-13 23:50:42.630000+01:00,61
X,2023-03-13 23:50:47.644000+01:00,61
Y,2023-03-13 23:50:49.655000+01:00,61
A,2023-03-13 23:50:41.785000+01:00,62
C,2023-03-13 23:50:42.854000+01:00,62
B,2023-03-13 23:50:42.955000+01:00,62
X,2023-03-13 23:50:47.970000+01:00,62
Y,2023-03-13 23:50:49.979000+01:00,62
A,2023-03-13 23:50:42.790000+01:00,63
D,2023-03-13 23:50:44.810000+01:00,63
E,2023-03-13 23:50:48.831000+01:00,63
A,2023-03-13 23:50:43.687000+01:00,64
C,2023-03-13 23:50:44.749000+01:00,64
B,2023-03-13 23:50:44.798000+01:00,64
X,2023-03-13 23:50:49.828000+01:00,64
Y,2023-03-13 23:50:50.884000+01:00,64
A,2023-03-13 23:50:44.065000+01:00,65
B,2023-03-13 23:50:45.099000+01:00,65
C,2023-03-13 23:50:45.127000+01:00,65
X,2023-03-13 23:50:50.145000+01:00,65
Y,2023-03-13 23:50:54.169000+01:00,65
A,2023-03-13 23:50:45.306000+01:00,66
B,2023-03-13 23:50:46.349000+01:00,66
C,2023-03-13 23:50:46.423000+01:00,66
X,2023-03-13 23:50:51.449000+01:00,66
Y,2023-03-13 23:50:55.454000+01:00,66
A,2023-03-13 23:50:45.633000+01:00,67
D,2023-03-13 23:50:47.644000+01:00,67
E,2023-03-13 23:50:48.658000+01:00,67
A,2023-03-13 23:50:45.829000+01:00,68
D,2023-03-13 23:50:50.848000+01:00,68
E,2023-03-13 23:50:55.887000+01:00,68
A,2023-03-13 23:50:46.205000+01:00,69
D,2023-03-13 23:50:49.242000+01:00,69
E,2023-03-13 23:50:51.291000+01:00,69
A,2023-03-13 23:50:46.964000+01:00,70
B,2023-03-13 23:50:48.019000+01:00,70
C,2023-03-13 23:50:48.058000+01:00,70
X,2023-03-13 23:50:53.090000+01:00,70
Y,2023-03-13 23:50:54.107000+01:00,70
A,2023-03-13 23:50:47.181000+01:00,71
D,2023-03-13 23:50:49.189000+01:00,71
E,2023-03-13 23:50:54.237000+01:00,71
A,2023-03-13 23:50:47.444000+01:00,72
D,2023-03-13 23:50:49.454000+01:00,72
E,2023-03-13 23:50:52.461000+01:00,72
A,2023-03-13 23:50:47.478000+01:00,73
D,2023-03-13 23:50:49.483000+01:00,73
E,2023-03-13 23:50:54.493000+01:00,73
A,2023-03-13 23:50:48.270000+01:00,74
B,2023-03-13 23:50:49.309000+01:00,74
C,2023-03-13 23:50:49.326000+01:00,74
X,2023-03-13 23:50:54.360000+01:00,74
Y,2023-03-13 23:50:57.368000+01:00,74
A,2023-03-13 23:50:48.703000+01:00,75
D,2023-03-13 23:50:50.708000+01:00,75
E,2023-03-13 23:50:53.715000+01:00,75
A,2023-03-13 23:50:49.224000+01:00,76
B,2023-03-13 23:50:50.275000+01:00,76
C,2023-03-13 23:50:50.326000+01:00,76
X,2023-03-13 23:50:55.338000+01:00,76
Y,2023-03-13 23:50:59.353000+01:00,76
A,2023-03-13 23:50:50.661000+01:00,77
D,2023-03-13 23:50:55.676000+01:00,77
E,2023-03-13 23:50:56.682000+01:00,77
A,2023-03-13 23:50:51.125000+01:00,78
B,2023-03-13 23:50:52.196000+01:00,78
C,2023-03-13 23:50:52.240000+01:00,78
X,2023-03-13 23:50:57.246000+01:00,78
Y,2023-03-13 23:51:00.251000+01:00,78
A,2023-03-13 23:50:51.657000+01:00,79
B,2023-03-13 23:50:52.710000+01:00,79
C,2023-03-13 23:50:52.756000+01:00,79
X,2023-03-13 23:50:57.810000+01:00,79
Y,2023-03-13 23:51:02.815000+01:00,79
A,2023-03-13 23:50:51.858000+01:00,80
D,2023-03-13 23:50:53.894000+01:00,80
E,2023-03-13 23:50:54.909000+01:00,80
A,2023-03-13 23:50:52.046000+01:00,81
D,2023-03-13 23:50:56.051000+01:00,81
E,2023-03-13 23:50:59.077000+01:00,81
A,2023-03-13 23:50:52.382000+01:00,82
B,2023-03-13 23:50:53.430000+01:00,82
C,2023-03-13 23:50:53.446000+01:00,82
X,2023-03-13 23:50:58.468000+01:00,82
Y,2023-03-13 23:50:59.477000+01:00,82
A,2023-03-13 23:50:53.254000+01:00,83
B,2023-03-13 23:50:54.321000+01:00,83
C,2023-03-13 23:50:54.352000+01:00,83
X,2023-03-13 23:50:59.361000+01:00,83
Y,2023-03-13 23:51:00.373000+01:00,83
A,2023-03-13 23:50:54.426000+01:00,84
D,2023-03-13 23:50:55.435000+01:00,84
E,2023-03-13 23:50:56.456000+01:00,84
A,2023-03-13 23:50:54.726000+01:00,85
D,2023-03-13 23:50:56.732000+01:00,85
E,2023-03-13 23:50:58.738000+01:00,85
A,2023-03-13 23:50:54.751000+01:00,86
D,2023-03-13 23:50:57.766000+01:00,86
E,2023-03-13 23:50:58.791000+01:00,86
A,2023-03-13 23:50:56.458000+01:00,87
B,2023-03-13 23:50:57.509000+01:00,87
C,2023-03-13 23:50:57.535000+01:00,87
X,2023-03-13 23:51:02.550000+01:00,87
Y,2023-03-14 23:51:05.587000+01:00,87
A,2023-03-13 23:50:56.645000+01:00,88
B,2023-03-13 23:50:57.728000+01:00,88
C,2023-03-13 23:50:57.800000+01:00,88
X,2023-03-13 23:51:02.808000+01:00,88
Y,2023-03-13 23:51:03.818000+01:00,88
A,2023-03-13 23:50:56.993000+01:00,89
B,2023-03-13 23:50:58.071000+01:00,89
C,2023-03-13 23:50:58.115000+01:00,89
X,2023-03-13 23:51:03.147000+01:00,89
Y,2023-03-13 23:51:04.170000+01:00,89
A,2023-03-13 23:50:57.213000+01:00,90
B,2023-03-13 23:50:58.240000+01:00,90
C,2023-03-13 23:50:58.278000+01:00,90
X,2023-03-13 23:51:03.284000+01:00,90
Y,2023-03-14 23:51:05.293000+01:00,90
A,2023-03-13 23:50:57.774000+01:00,91
C,2023-03-13 23:50:58.820000+01:00,91
B,2023-03-13 23:50:58.843000+01:00,91
X,2023-03-13 23:51:03.856000+01:00,91
Y,2023-03-14 23:51:05.861000+01:00,91
A,2023-03-13 23:51:00.098000+01:00,92
C,2023-03-13 23:51:01.157000+01:00,92
B,2023-03-13 23:51:01.182000+01:00,92
X,2023-03-14 23:51:06.195000+01:00,92
Y,2023-03-14 23:51:09.208000+01:00,92
A,2023-03-13 23:51:00.756000+01:00,93
C,2023-03-13 23:51:01.835000+01:00,93
B,2023-03-13 23:51:01.875000+01:00,93
X,2023-03-14 23:51:06.881000+01:00,93
Y,2023-03-14 23:51:07.887000+01:00,93
A,2023-03-13 23:51:00.775000+01:00,94
D,2023-03-13 23:51:01.798000+01:00,94
E,2023-03-13 23:51:02.813000+01:00,94
A,2023-03-13 23:51:00.956000+01:00,95
D,2023-03-13 23:51:04.961000+01:00,95
E,2023-03-14 23:51:09.972000+01:00,95
A,2023-03-13 23:51:00.971000+01:00,96
B,2023-03-13 23:51:02.014000+01:00,96
C,2023-03-13 23:51:02.061000+01:00,96
X,2023-03-14 23:51:07.081000+01:00,96
Y,2023-03-14 23:51:08.086000+01:00,96
A,2023-03-13 23:51:01.049000+01:00,97
D,2023-03-13 23:51:04.071000+01:00,97
E,2023-03-13 23:51:05.114000+01:00,97
A,2023-03-13 23:51:01.756000+01:00,98
C,2023-03-13 23:51:02.837000+01:00,98
B,2023-03-13 23:51:02.881000+01:00,98
X,2023-03-14 23:51:07.889000+01:00,98
Y,2023-03-14 23:51:09.905000+01:00,98
A,2023-03-13 23:51:02.590000+01:00,99
C,2023-03-13 23:51:03.660000+01:00,99
B,2023-03-13 23:51:03.707000+01:00,99
X,2023-03-14 23:51:08.726000+01:00,99
Y,2023-03-14 23:51:10.752000+01:00,99
A,2023-03-13 23:51:03.051000+01:00,100
D,2023-03-14 23:51:08.064000+01:00,100
E,2023-03-14 23:51:10.072000+01:00,100
A,2023-03-13 23:51:03.520000+01:00,101
C,2023-03-13 23:51:04.575000+01:00,101
B,2023-03-13 23:51:04.617000+01:00,101
X,2023-03-14 23:51:09.636000+01:00,101
Y,2023-03-14 23:51:13.645000+01:00,101
A,2023-03-13 23:51:03.984000+01:00,102
B,2023-03-13 23:51:05.026000+01:00,102
C,2023-03-13 23:51:05.065000+01:00,102
X,2023-03-14 23:51:10.079000+01:00,102
Y,2023-03-14 23:51:15.091000+01:00,102
A,2023-03-13 23:51:05.091000+01:00,103
D,2023-03-14 23:51:06.096000+01:00,103
E,2023-03-14 23:51:11.102000+01:00,103
A,2023-03-14 23:51:05.558000+01:00,104
B,2023-03-14 23:51:06.639000+01:00,104
C,2023-03-14 23:51:06.693000+01:00,104
X,2023-03-14 23:51:11.713000+01:00,104
Y,2023-03-14 23:51:12.724000+01:00,104
A,2023-03-14 23:51:05.572000+01:00,105
D,2023-03-14 23:51:08.582000+01:00,105
E,2023-03-14 23:51:09.608000+01:00,105
A,2023-03-14 23:51:06.426000+01:00,106
D,2023-03-14 23:51:09.431000+01:00,106
E,2023-03-14 23:51:12.443000+01:00,106
A,2023-03-14 23:51:06.526000+01:00,107
B,2023-03-14 23:51:07.605000+01:00,107
C,2023-03-14 23:51:07.680000+01:00,107
X,2023-03-14 23:51:12.715000+01:00,107
Y,2023-03-14 23:51:16.722000+01:00,107
A,2023-03-14 23:51:07.620000+01:00,108
D,2023-03-14 23:51:09.632000+01:00,108
E,2023-03-14 23:51:10.644000+01:00,108
A,2023-03-14 23:51:08.406000+01:00,109
D,2023-03-14 23:51:10.422000+01:00,109
E,2023-03-14 23:51:13.432000+01:00,109
A,2023-03-14 23:51:08.770000+01:00,110
B,2023-03-14 23:51:09.815000+01:00,110
C,2023-03-14 23:51:09.860000+01:00,110
X,2023-03-14 23:51:14.889000+01:00,110
Y,2023-03-14 23:51:18.913000+01:00,110
A,2023-03-14 23:51:09.379000+01:00,111
B,2023-03-14 23:51:10.419000+01:00,111
C,2023-03-14 23:51:10.477000+01:00,111
X,2023-03-14 23:51:15.486000+01:00,111
Y,2023-03-14 23:51:17.507000+01:00,111
A,2023-03-14 23:51:09.646000+01:00,112
D,2023-03-14 23:51:14.660000+01:00,112
E,2023-03-14 23:51:15.679000+01:00,112
A,2023-03-14 23:51:09.979000+01:00,113
D,2023-03-14 23:51:14.002000+01:00,113
E,2023-03-14 23:51:15.016000+01:00,113
A,2023-03-14 23:51:10.891000+01:00,114
C,2023-03-14 23:51:11.921000+01:00,114
B,2023-03-14 23:51:11.959000+01:00,114
X,2023-03-14 23:51:16.976000+01:00,114
Y,2023-03-14 23:51:17.990000+01:00,114
A,2023-03-14 23:51:11.620000+01:00,115
D,2023-03-14 23:51:14.635000+01:00,115
E,2023-03-14 23:51:18.659000+01:00,115
A,2023-03-14 23:51:11.628000+01:00,116
C,2023-03-14 23:51:12.691000+01:00,116
B,2023-03-14 23:51:12.835000+01:00,116
X,2023-03-14 23:51:17.864000+01:00,116
Y,2023-03-14 23:51:20.888000+01:00,116
A,2023-03-14 23:51:11.963000+01:00,117
B,2023-03-14 23:51:13.031000+01:00,117
C,2023-03-14 23:51:13.058000+01:00,117
X,2023-03-14 23:51:18.072000+01:00,117
Y,2023-03-14 23:51:23.081000+01:00,117
A,2023-03-14 23:51:12.973000+01:00,118
D,2023-03-14 23:51:14.987000+01:00,118
E,2023-03-14 23:51:17.999000+01:00,118
A,2023-03-14 23:51:13.406000+01:00,119
B,2023-03-14 23:51:14.464000+01:00,119
C,2023-03-14 23:51:14.501000+01:00,119
X,2023-03-14 23:51:19.515000+01:00,119
Y,2023-03-14 23:51:22.529000+01:00,119
A,2023-03-14 23:51:14.187000+01:00,120
D,2023-03-14 23:51:17.203000+01:00,120
E,2023-03-14 23:51:18.212000+01:00,120
A,2023-03-14 23:51:14.317000+01:00,121
D,2023-03-14 23:51:17.344000+01:00,121
E,2023-03-14 23:51:18.354000+01:00,121
A,2023-03-14 23:51:14.738000+01:00,122
D,2023-03-14 23:51:18.756000+01:00,122
E,2023-03-14 23:51:23.770000+01:00,122
A,2023-03-14 23:51:15.334000+01:00,123
C,2023-03-14 23:51:16.405000+01:00,123
B,2023-03-14 23:51:16.437000+01:00,123
X,2023-03-14 23:51:21.469000+01:00,123
Y,2023-03-14 23:51:22.484000+01:00,123
A,2023-03-14 23:51:16.112000+01:00,124
B,2023-03-14 23:51:17.169000+01:00,124
C,2023-03-14 23:51:17.215000+01:00,124
X,2023-03-14 23:51:22.252000+01:00,124
Y,2023-03-14 23:51:27.302000+01:00,124
A,2023-03-14 23:51:16.284000+01:00,125
D,2023-03-14 23:51:20.296000+01:00,125
E,2023-03-14 23:51:25.309000+01:00,125
A,2023-03-14 23:51:17.230000+01:00,126
C,2023-03-14 23:51:18.287000+01:00,126
B,2023-03-14 23:51:18.317000+01:00,126
X,2023-03-14 23:51:23.367000+01:00,126
Y,2023-03-14 23:51:27.385000+01:00,126
A,2023-03-14 23:51:17.303000+01:00,127
B,2023-03-14 23:51:18.345000+01:00,127
C,2023-03-14 23:51:18.386000+01:00,127
X,2023-03-14 23:51:23.409000+01:00,127
Y,2023-03-14 23:51:28.422000+01:00,127
A,2023-03-14 23:51:18.314000+01:00,128
C,2023-03-14 23:51:19.343000+01:00,128
B,2023-03-14 23:51:19.432000+01:00,128
X,2023-03-14 23:51:24.448000+01:00,128
Y,2023-03-14 23:51:25.470000+01:00,128
A,2023-03-14 23:51:18.353000+01:00,129
D,2023-03-14 23:51:23.366000+01:00,129
E,2023-03-14 23:51:24.380000+01:00,129
A,2023-03-14 23:51:19.042000+01:00,130
B,2023-03-14 23:51:20.102000+01:00,130
C,2023-03-14 23:51:20.162000+01:00,130
X,2023-03-14 23:51:25.174000+01:00,130
Y,2023-03-14 23:51:27.192000+01:00,130
A,2023-03-14 23:51:20.355000+01:00,131
C,2023-03-14 23:51:21.428000+01:00,131
B,2023-03-14 23:51:21.464000+01:00,131
X,2023-03-14 23:51:26.476000+01:00,131
Y,2023-03-14 23:51:27.500000+01:00,131
A,2023-03-14 23:51:20.583000+01:00,132
D,2023-03-14 23:51:24.614000+01:00,132
E,2023-03-14 23:51:25.625000+01:00,132
A,2023-03-14 23:51:20.611000+01:00,133
C,2023-03-14 23:51:21.698000+01:00,133
B,2023-03-14 23:51:21.667000+01:00,133
X,2023-03-14 23:51:26.712000+01:00,133
Y,2023-03-14 23:51:31.720000+01:00,133
A,2023-03-14 23:51:21.322000+01:00,134
B,2023-03-14 23:51:22.361000+01:00,134
C,2023-03-14 23:51:22.418000+01:00,134
X,2023-03-14 23:51:27.429000+01:00,134
Y,2023-03-14 23:51:30.435000+01:00,134
A,2023-03-14 23:51:21.492000+01:00,135
D,2023-03-14 23:51:25.500000+01:00,135
E,2023-03-14 23:51:26.512000+01:00,135
A,2023-03-14 23:51:21.891000+01:00,136
B,2023-03-14 23:51:22.945000+01:00,136
C,2023-03-14 23:51:22.995000+01:00,136
X,2023-03-14 23:51:28.004000+01:00,136
Y,2023-03-14 23:51:32.010000+01:00,136
A,2023-03-14 23:51:22.853000+01:00,137
B,2023-03-14 23:51:23.909000+01:00,137
C,2023-03-14 23:51:23.919000+01:00,137
X,2023-03-14 23:51:28.927000+01:00,137
Y,2023-03-14 23:51:32.938000+01:00,137
A,2023-03-14 23:51:23.333000+01:00,138
C,2023-03-14 23:51:24.392000+01:00,138
B,2023-03-14 23:51:24.427000+01:00,138
X,2023-03-14 23:51:29.439000+01:00,138
Y,2023-03-14 23:51:32.455000+01:00,138
A,2023-03-14 23:51:23.593000+01:00,139
B,2023-03-14 23:51:24.649000+01:00,139
C,2023-03-14 23:51:24.682000+01:00,139
X,2023-03-14 23:51:29.697000+01:00,139
Y,2023-03-14 23:51:34.709000+01:00,139
A,2023-03-14 23:51:24.961000+01:00,140
D,2023-03-14 23:51:28.972000+01:00,140
E,2023-03-14 23:51:30.981000+01:00,140
A,2023-03-14 23:51:25.281000+01:00,141
C,2023-03-14 23:51:26.360000+01:00,141
B,2023-03-14 23:51:26.414000+01:00,141
X,2023-03-14 23:51:31.433000+01:00,141
