concept:name,time:timestamp,case:concept:name
A,2023-03-12T22:57:18.313+01:00,35
D,2023-03-12T22:57:19.328+01:00,35
A,2023-03-12T22:57:18.479+01:00,36
B,2023-03-12T22:57:19.526+01:00,36
C,2023-03-12T22:57:19.567+01:00,36
A,2023-03-12T22:57:18.593+01:00,37
C,2023-03-12T22:57:19.708+01:00,37
B,2023-03-12T22:57:19.636+01:00,37
A,2023-03-12T22:57:19.215+01:00,38
D,2023-03-12T22:57:24.230+01:00,38
A,2023-03-12T22:57:20.633+01:00,39
B,2023-03-12T22:57:21.673+01:00,39
C,2023-03-12T22:57:21.693+01:00,39
A,2023-03-12T22:57:20.691+01:00,40
C,2023-03-12T22:57:21.730+01:00,40
B,2023-03-12T22:57:21.762+01:00,40
A,2023-03-12T22:57:21.523+01:00,41
D,2023-03-12T22:57:24.568+01:00,41
A,2023-03-12T22:57:21.663+01:00,42
D,2023-03-12T22:57:22.671+01:00,42
A,2023-03-12T22:57:22.771+01:00,43
B,2023-03-12T22:57:23.818+01:00,43
C,2023-03-12T22:57:23.864+01:00,43
A,2023-03-12T22:57:22.985+01:00,44
C,2023-03-12T22:57:24.053+01:00,44
B,2023-03-12T22:57:24.106+01:00,44
A,2023-03-12T22:57:23.320+01:00,45
D,2023-03-12T22:57:26.326+01:00,45
A,2023-03-12T22:57:23.796+01:00,46
D,2023-03-12T22:57:26.810+01:00,46
A,2023-03-12T22:57:24.570+01:00,47
C,2023-03-12T22:57:25.600+01:00,47
B,2023-03-12T22:57:25.637+01:00,47
A,2023-03-12T22:57:25.106+01:00,48
D,2023-03-12T22:57:27.147+01:00,48
A,2023-03-12T22:57:25.299+01:00,49
D,2023-03-12T22:57:28.312+01:00,49
A,2023-03-12T22:57:26.310+01:00,50
D,2023-03-12T22:57:28.325+01:00,50
A,2023-03-12T22:57:26.853+01:00,51
D,2023-03-12T22:57:28.868+01:00,51
A,2023-03-12T22:57:27.413+01:00,52
B,2023-03-12T22:57:28.460+01:00,52
C,2023-03-12T22:57:28.567+01:00,52
A,2023-03-12T22:57:27.505+01:00,53
B,2023-03-12T22:57:28.551+01:00,53
C,2023-03-12T22:57:28.566+01:00,53
A,2023-03-12T22:57:28.489+01:00,54
C,2023-03-12T22:57:29.538+01:00,54
B,2023-03-12T22:57:29.677+01:00,54
A,2023-03-12T22:57:28.838+01:00,55
B,2023-03-12T22:57:29.899+01:00,55
C,2023-03-12T22:57:29.943+01:00,55
A,2023-03-12T22:57:29.141+01:00,56
D,2023-03-12T22:57:30.189+01:00,56
A,2023-03-12T22:57:29.274+01:00,57
D,2023-03-12T22:57:31.294+01:00,57
A,2023-03-12T22:57:29.365+01:00,58
B,2023-03-12T22:57:30.399+01:00,58
C,2023-03-12T22:57:30.429+01:00,58
A,2023-03-12T22:57:30.321+01:00,59
C,2023-03-12T22:57:31.383+01:00,59
B,2023-03-12T22:57:31.436+01:00,59
A,2023-03-12T22:57:30.526+01:00,60
B,2023-03-12T22:57:31.587+01:00,60
C,2023-03-12T22:57:31.629+01:00,60
A,2023-03-12T22:57:31.892+01:00,61
B,2023-03-12T22:57:32.951+01:00,61
C,2023-03-12T22:57:32.995+01:00,61
A,2023-03-12T22:57:32.415+01:00,62
B,2023-03-12T22:57:33.448+01:00,62
C,2023-03-12T22:57:33.518+01:00,62
A,2023-03-12T22:57:32.828+01:00,63
C,2023-03-12T22:57:33.878+01:00,63
B,2023-03-12T22:57:33.906+01:00,63
A,2023-03-12T22:57:33.105+01:00,64
D,2023-03-12T22:57:35.122+01:00,64
A,2023-03-12T22:57:33.202+01:00,65
C,2023-03-12T22:57:34.271+01:00,65
B,2023-03-12T22:57:34.339+01:00,65
A,2023-03-12T22:57:33.953+01:00,66
D,2023-03-12T22:57:36.973+01:00,66
A,2023-03-12T22:57:34.248+01:00,67
C,2023-03-12T22:57:35.320+01:00,67
B,2023-03-12T22:57:35.364+01:00,67
A,2023-03-12T22:57:34.875+01:00,68
D,2023-03-12T22:57:35.884+01:00,68
A,2023-03-12T22:57:35.536+01:00,69
B,2023-03-12T22:57:36.608+01:00,69
C,2023-03-12T22:57:36.627+01:00,69
A,2023-03-12T22:57:36.087+01:00,70
D,2023-03-12T22:57:41.094+01:00,70
A,2023-03-12T22:57:37.127+01:00,71
B,2023-03-12T22:57:38.180+01:00,71
C,2023-03-12T22:57:38.223+01:00,71
A,2023-03-12T22:57:37.728+01:00,72
D,2023-03-12T22:57:40.779+01:00,72
A,2023-03-12T22:57:37.748+01:00,73
D,2023-03-12T22:57:41.756+01:00,73
A,2023-03-12T22:57:38.027+01:00,74
C,2023-03-12T22:57:39.079+01:00,74
B,2023-03-12T22:57:39.224+01:00,74
A,2023-03-12T22:57:38.081+01:00,75
B,2023-03-12T22:57:39.139+01:00,75
C,2023-03-12T22:57:39.174+01:00,75
A,2023-03-12T22:57:38.605+01:00,76
C,2023-03-12T22:57:39.647+01:00,76
B,2023-03-12T22:57:39.695+01:00,76
A,2023-03-12T22:57:39.846+01:00,77
D,2023-03-12T22:57:44.851+01:00,77
A,2023-03-12T22:57:40.342+01:00,78
D,2023-03-12T22:57:44.349+01:00,78
A,2023-03-12T22:57:40.471+01:00,79
D,2023-03-12T22:57:44.476+01:00,79
A,2023-03-12T22:57:41.076+01:00,80
D,2023-03-12T22:57:43.085+01:00,80
A,2023-03-12T22:57:41.159+01:00,81
C,2023-03-12T22:57:42.211+01:00,81
B,2023-03-12T22:57:42.250+01:00,81
A,2023-03-12T22:57:42.088+01:00,82
C,2023-03-12T22:57:43.174+01:00,82
B,2023-03-12T22:57:43.221+01:00,82
A,2023-03-12T22:57:42.410+01:00,83
C,2023-03-12T22:57:43.441+01:00,83
B,2023-03-12T22:57:43.479+01:00,83
A,2023-03-12T22:57:43.513+01:00,84
B,2023-03-12T22:57:44.586+01:00,84
C,2023-03-12T22:57:44.625+01:00,84
A,2023-03-12T22:57:43.755+01:00,85
C,2023-03-12T22:57:44.788+01:00,85
B,2023-03-12T22:57:44.876+01:00,85
A,2023-03-12T22:57:44.098+01:00,86
D,2023-03-12T22:57:47.121+01:00,86
A,2023-03-12T22:57:44.100+01:00,87
B,2023-03-12T22:57:45.185+01:00,87
C,2023-03-12T22:57:45.242+01:00,87
A,2023-03-12T22:57:44.902+01:00,88
D,2023-03-12T22:57:49.922+01:00,88
A,2023-03-12T22:57:46.354+01:00,89
B,2023-03-12T22:57:47.394+01:00,89
C,2023-03-12T22:57:47.449+01:00,89
A,2023-03-12T22:57:46.884+01:00,90
D,2023-03-12T22:57:51.899+01:00,90
A,2023-03-12T22:57:47.592+01:00,91
D,2023-03-12T22:57:51.615+01:00,91
A,2023-03-12T22:57:47.710+01:00,92
D,2023-03-12T22:57:49.731+01:00,92
A,2023-03-12T22:57:48.285+01:00,93
C,2023-03-12T22:57:49.301+01:00,93
B,2023-03-12T22:57:49.333+01:00,93
A,2023-03-12T22:57:48.551+01:00,94
D,2023-03-12T22:57:50.557+01:00,94
A,2023-03-12T22:57:48.653+01:00,95
B,2023-03-12T22:57:49.697+01:00,95
C,2023-03-12T22:57:49.754+01:00,95
A,2023-03-12T22:57:48.875+01:00,96
D,2023-03-12T22:57:53.893+01:00,96
A,2023-03-12T22:57:49.018+01:00,97
B,2023-03-12T22:57:50.062+01:00,97
C,2023-03-12T22:57:50.104+01:00,97
A,2023-03-12T22:57:50.583+01:00,98
B,2023-03-12T22:57:51.668+01:00,98
C,2023-03-12T22:57:51.699+01:00,98
A,2023-03-12T22:57:51.310+01:00,99
C,2023-03-12T22:57:52.366+01:00,99
B,2023-03-12T22:57:52.399+01:00,99
A,2023-03-12T22:57:51.931+01:00,100
B,2023-03-12T22:57:53.012+01:00,100
C,2023-03-12T22:57:53.100+01:00,100
